pair_id,mention_a,mention_b,surface_a,surface_b,kind_a,kind_b,domain_a,domain_b,passage_a,passage_b,f_name_sim,f_part_sim,f_same_domain,f_emb_cos,f_temporal,theta_cold,bucket,run_db,label
ad4181132758eee5,753c3ba0aa465426:post_money:83588cbf:A,fa703c06cd7450fb:post_money:5bcccdd4:A,Uber,Uber,funding_round/unknown,funding_round/unknown,www.theguardian.com,www.cnbc.com,...reportedly invested $3m in a 2011 funding round that valued the company at $346.5m.,"On a fully diluted basis, Uber has an implied market valuation of $82.4 billion.",1.000000,1.000000,0.000000,1.000000,1.000000,0.900000,easy_pos,data/runs/cal_uber_01.sqlite,0
14452e6d2040390a,7654c0c68b66dc39:investor:7f4e5335:A,7654c0c68b66dc39:pre_money:bdb29a9a:A,Uber,Uber,funding_round/series_c,funding_round/series_c,techcrunch.com,techcrunch.com,"It’s unknown why TPG, which picked up 775,092 shares, paid a lower per-share price than the other participants.",The round values Uber at around $3.4 billion pre-money and $3.76 billion post.,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,easy_pos,data/runs/cal_uber_01.sqlite,1
bf849bb7eb734a57,7654c0c68b66dc39:investor:8d0dc6a3:A,7654c0c68b66dc39:investor:edd3f02b:A,Uber,Uber,funding_round/series_c,funding_round/series_c,techcrunch.com,techcrunch.com,Existing investor Benchmark put in another $15 million in this round.,"We and Kara Swisher have both confirmed that Google Ventures is the largest investor in the round, pumping $257.79 million into the car service.",1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,easy_pos,data/runs/cal_uber_01.sqlite,1
fa44608c6ce47755,7654c0c68b66dc39:investor:8d0dc6a3:A,c1654b43f9299ff7:price_per_share:2f20f3ac:A,Uber,Uber,funding_round/series_c,funding_round/series_g,techcrunch.com,techcrunch.com,Existing investor Benchmark put in another $15 million in this round.,at $48.772228/share,1.000000,1.000000,1.000000,1.000000,0.633536,0.963354,easy_pos,data/runs/cal_uber_01.sqlite,0
80dd6d9fccef5c15,7654c0c68b66dc39:investor:edd3f02b:A,7654c0c68b66dc39:pre_money:bdb29a9a:A,Uber,Uber,funding_round/series_c,funding_round/series_c,techcrunch.com,techcrunch.com,"We and Kara Swisher have both confirmed that Google Ventures is the largest investor in the round, pumping $257.79 million into the car service.",The round values Uber at around $3.4 billion pre-money and $3.76 billion post.,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,easy_pos,data/runs/cal_uber_01.sqlite,1
b971a1d7204ad797,7654c0c68b66dc39:investor:edd3f02b:A,7c7d4aa1bf094082:post_money:4fe944ed:A,Uber,Uber,funding_round/series_c,funding_round/unknown,techcrunch.com,techcrunch.com,"We and Kara Swisher have both confirmed that Google Ventures is the largest investor in the round, pumping $257.79 million into the car service.",this latest round was made at a $40 billion valuation.,1.000000,1.000000,1.000000,1.000000,0.773379,0.977338,easy_pos,data/runs/cal_uber_01.sqlite,0
6e0e731ff3a91b1d,7654c0c68b66dc39:investor:edd3f02b:A,c1654b43f9299ff7:shares_issued:d2dc67dd:A,Uber,Uber,funding_round/series_c,funding_round/series_g,techcrunch.com,techcrunch.com,"We and Kara Swisher have both confirmed that Google Ventures is the largest investor in the round, pumping $257.79 million into the car service.","there are 43,057,291 shares of preferred Series G stock being issued",1.000000,1.000000,1.000000,1.000000,0.633536,0.963354,easy_pos,data/runs/cal_uber_01.sqlite,0
996699f165e4aa9a,7654c0c68b66dc39:investor:edd3f02b:A,daa51e318f827a5c:amount:7becbddd:A,Uber,Uber,funding_round/series_c,funding_round/unknown,techcrunch.com,sg.finance.yahoo.com,"We and Kara Swisher have both confirmed that Google Ventures is the largest investor in the round, pumping $257.79 million into the car service.","Reuters - Uber is in talks to sell more than $1 billion in convertible debt, a source familiar with the matter said, soon after the U.S. taxi service said it raised $1.2 billion in its latest funding round.",1.000000,1.000000,0.000000,1.000000,0.773379,0.877338,easy_pos,data/runs/cal_uber_01.sqlite,0
58da935fa034a1a6,7654c0c68b66dc39:investor_amount:0fd13e39:A,7654c0c68b66dc39:post_money:0d3f89ed:A,Uber,Uber,funding_round/series_c,funding_round/series_c,techcrunch.com,techcrunch.com,Existing investor Benchmark put in another $15 million in this round.,The round values Uber at around $3.4 billion pre-money and $3.76 billion post.,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,easy_pos,data/runs/cal_uber_01.sqlite,1
34a82e7f4ce3ffbc,7654c0c68b66dc39:investor_amount:0fd13e39:A,7c7d4aa1bf094082:post_money:4fe944ed:A,Uber,Uber,funding_round/series_c,funding_round/unknown,techcrunch.com,techcrunch.com,Existing investor Benchmark put in another $15 million in this round.,this latest round was made at a $40 billion valuation.,1.000000,1.000000,1.000000,1.000000,0.773379,0.977338,easy_pos,data/runs/cal_uber_01.sqlite,0
d0093aad69989140,7654c0c68b66dc39:investor_amount:0fd13e39:A,8f1161440dd600ca:pre_money:61eef522:A,Uber,Uber,funding_round/series_c,funding_round/unknown,techcrunch.com,techcrunch.com,Existing investor Benchmark put in another $15 million in this round.,that values the company at $17 billion pre-money,1.000000,1.000000,1.000000,1.000000,0.854014,0.985401,easy_pos,data/runs/cal_uber_01.sqlite,0
2a56eaea6c71708f,7654c0c68b66dc39:investor_amount:4ab85817:A,7654c0c68b66dc39:post_money:0d3f89ed:A,Uber,Uber,funding_round/series_c,funding_round/series_c,techcrunch.com,techcrunch.com,The late-stage investor plunked down a total of $88.4 million in Uber.,The round values Uber at around $3.4 billion pre-money and $3.76 billion post.,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,easy_pos,data/runs/cal_uber_01.sqlite,1
e554f09c809c7bd7,7654c0c68b66dc39:investor_amount:4ab85817:A,8c1dd5ba21d56491:post_money:9096eae5:A,Uber,Uber,funding_round/series_c,funding_round/unknown,techcrunch.com,www.businessinsider.com,The late-stage investor plunked down a total of $88.4 million in Uber.,Uber is one of the most valuable private tech companies in the world with a $41 billion post-money valuation.,1.000000,1.000000,0.000000,1.000000,0.741834,0.874183,easy_pos,data/runs/cal_uber_01.sqlite,0
18997c51c5950394,7654c0c68b66dc39:investor_amount:4ab85817:A,c1654b43f9299ff7:post_money:3ca20954:A,Uber,Uber,funding_round/series_c,funding_round/series_g,techcrunch.com,techcrunch.com,The late-stage investor plunked down a total of $88.4 million in Uber.,could value the company has high as $64.6 billion if all the shares are issued,1.000000,1.000000,1.000000,1.000000,0.633536,0.963354,easy_pos,data/runs/cal_uber_01.sqlite,0
02882a0654ed943c,7654c0c68b66dc39:post_money:0d3f89ed:A,daa51e318f827a5c:post_money:f2904d51:A,Uber,Uber,funding_round/series_c,funding_round/unknown,techcrunch.com,sg.finance.yahoo.com,The round values Uber at around $3.4 billion pre-money and $3.76 billion post.,"Uber was valued at $18.2 billion in June when it raised $1.2 billion from mutual funds and investors, including Fidelity Investments, Wellington Management and BlackRock.",1.000000,1.000000,0.000000,1.000000,0.773379,0.877338,easy_pos,data/runs/cal_uber_01.sqlite,0
22e1ee23911ac843,7654c0c68b66dc39:pre_money:bdb29a9a:A,8f1161440dd600ca:pre_money:61eef522:A,Uber,Uber,funding_round/series_c,funding_round/unknown,techcrunch.com,techcrunch.com,The round values Uber at around $3.4 billion pre-money and $3.76 billion post.,that values the company at $17 billion pre-money,1.000000,1.000000,1.000000,1.000000,0.854014,0.985401,easy_pos,data/runs/cal_uber_01.sqlite,0
c1305947c316e589,7654c0c68b66dc39:pre_money:bdb29a9a:A,c1654b43f9299ff7:post_money:3ca20954:A,Uber,Uber,funding_round/series_c,funding_round/series_g,techcrunch.com,techcrunch.com,The round values Uber at around $3.4 billion pre-money and $3.76 billion post.,could value the company has high as $64.6 billion if all the shares are issued,1.000000,1.000000,1.000000,1.000000,0.633536,0.963354,easy_pos,data/runs/cal_uber_01.sqlite,0
e15f8913c8451bc4,7654c0c68b66dc39:pre_money:bdb29a9a:A,c1654b43f9299ff7:price_per_share:2f20f3ac:A,Uber,Uber,funding_round/series_c,funding_round/series_g,techcrunch.com,techcrunch.com,The round values Uber at around $3.4 billion pre-money and $3.76 billion post.,at $48.772228/share,1.000000,1.000000,1.000000,1.000000,0.633536,0.963354,easy_pos,data/runs/cal_uber_01.sqlite,0
96f60a94c4050f1d,7654c0c68b66dc39:pre_money:bdb29a9a:A,daa51e318f827a5c:post_money:f2904d51:A,Uber,Uber,funding_round/series_c,funding_round/unknown,techcrunch.com,sg.finance.yahoo.com,The round values Uber at around $3.4 billion pre-money and $3.76 billion post.,"Uber was valued at $18.2 billion in June when it raised $1.2 billion from mutual funds and investors, including Fidelity Investments, Wellington Management and BlackRock.",1.000000,1.000000,0.000000,1.000000,0.773379,0.877338,easy_pos,data/runs/cal_uber_01.sqlite,0
80b9a5b719834f5e,8c1dd5ba21d56491:post_money:9096eae5:A,daa51e318f827a5c:amount:7becbddd:A,Uber,Uber,funding_round/unknown,funding_round/unknown,www.businessinsider.com,sg.finance.yahoo.com,Uber is one of the most valuable private tech companies in the world with a $41 billion post-money valuation.,"Reuters - Uber is in talks to sell more than $1 billion in convertible debt, a source familiar with the matter said, soon after the U.S. taxi service said it raised $1.2 billion in its latest funding round.",1.000000,1.000000,0.000000,1.000000,0.959211,0.895921,easy_pos,data/runs/cal_uber_01.sqlite,1
19b56f48548c57c1,8c1dd5ba21d56491:post_money:9096eae5:A,daa51e318f827a5c:amount:9d1726f5:A,Uber,Uber,funding_round/unknown,funding_round/unknown,www.businessinsider.com,sg.finance.yahoo.com,Uber is one of the most valuable private tech companies in the world with a $41 billion post-money valuation.,"Uber was valued at $18.2 billion in June when it raised $1.2 billion from mutual funds and investors, including Fidelity Investments, Wellington Management and BlackRock.",1.000000,1.000000,0.000000,1.000000,0.959211,0.895921,easy_pos,data/runs/cal_uber_01.sqlite,0
7eb8ab96c5747173,915d6a4115710641:pre_money:21429dbe:A,dd36e69f13867aa6:post_money:8e01e921:A,Uber,Uber,funding_round/seed,funding_round/series_a,ilyastrebulaev.substack.com,tracxn.com,starting with a Series Seed at a pre-money valuation of $3.86 million,"Feb 14, 2011 | $11M | Series A | $60M | - | ||",1.000000,1.000000,0.000000,1.000000,0.588041,0.858804,easy_pos,data/runs/cal_uber_01.sqlite,0
388825eeb86e3b24,915d6a4115710641:pre_money:21429dbe:A,dd36e69f13867aa6:post_money:a4712962:A,Uber,Uber,funding_round/seed,funding_round/series_e,ilyastrebulaev.substack.com,tracxn.com,starting with a Series Seed at a pre-money valuation of $3.86 million,"Dec 04, 2014 | $2.8B | Series E | $40B | - | ||",1.000000,1.000000,0.000000,1.000000,0.588041,0.858804,easy_pos,data/runs/cal_uber_01.sqlite,0
e5c4d295c60c6326,915d6a4115710641:pre_money:21429dbe:A,dd36e69f13867aa6:post_money:d30e4554:A,Uber,Uber,funding_round/seed,funding_round/series_d,ilyastrebulaev.substack.com,tracxn.com,starting with a Series Seed at a pre-money valuation of $3.86 million,"Jun 06, 2014 | $1.2B | Series D | $40B | - | ||",1.000000,1.000000,0.000000,1.000000,0.588041,0.858804,easy_pos,data/runs/cal_uber_01.sqlite,0
ce1e598ed2732c94,ba2ce35cafeaa192:post_money:9396b014:A,c2f0263e7615e819:pre_money:e1cda081:A,Uber,Uber,funding_round/unknown,funding_round/series_c,www.uberscandals.org,growthequityinterviewguide.com,Google Ventures had to accept Uber’s valuation at $3.5 billion.,"For instance, Uber raised $258 million in Series C funding in 2013, led by Google Ventures and TPG Growth, with a pre-money valuation of $3.5 billion.",1.000000,1.000000,0.000000,1.000000,0.756612,0.875661,easy_pos,data/runs/cal_uber_01.sqlite,1
8e4ddfee5fcbf430,ba2ce35cafeaa192:post_money:9396b014:A,d67cbf313e22511e:post_money:fd345530:A,Uber,Uber,funding_round/unknown,funding_round/series_f,www.uberscandals.org,bsic.it,Google Ventures had to accept Uber’s valuation at $3.5 billion.,"By 2015, a $1bn Series F round valued Uber at $51bn.",1.000000,1.000000,0.000000,1.000000,0.869120,0.886912,easy_pos,data/runs/cal_uber_01.sqlite,0
6e864910758f3644,ba2ce35cafeaa192:post_money:9396b014:A,dd36e69f13867aa6:post_money:d30e4554:A,Uber,Uber,funding_round/unknown,funding_round/series_d,www.uberscandals.org,tracxn.com,Google Ventures had to accept Uber’s valuation at $3.5 billion.,"Jun 06, 2014 | $1.2B | Series D | $40B | - | ||",1.000000,1.000000,0.000000,1.000000,0.799666,0.879967,easy_pos,data/runs/cal_uber_01.sqlite,0
a0ec6295972e69f0,c1654b43f9299ff7:post_money:3ca20954:A,c1654b43f9299ff7:price_per_share:2f20f3ac:A,Uber,Uber,funding_round/series_g,funding_round/series_g,techcrunch.com,techcrunch.com,could value the company has high as $64.6 billion if all the shares are issued,at $48.772228/share,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,easy_pos,data/runs/cal_uber_01.sqlite,1
c92a8af1c6dca7fe,c1654b43f9299ff7:post_money:3ca20954:A,c762e6bdfbbeefc2:post_money:ce420cad:A,Uber,Uber,funding_round/series_g,funding_round/unknown,techcrunch.com,time.com,could value the company has high as $64.6 billion if all the shares are issued,valuing the company at $17 billion.,1.000000,1.000000,0.000000,1.000000,0.741834,0.874183,easy_pos,data/runs/cal_uber_01.sqlite,0
249b9901abed6c6a,c1654b43f9299ff7:post_money:3ca20954:A,daa51e318f827a5c:post_money:f2904d51:A,Uber,Uber,funding_round/series_g,funding_round/unknown,techcrunch.com,sg.finance.yahoo.com,could value the company has high as $64.6 billion if all the shares are issued,"Uber was valued at $18.2 billion in June when it raised $1.2 billion from mutual funds and investors, including Fidelity Investments, Wellington Management and BlackRock.",1.000000,1.000000,0.000000,1.000000,0.819179,0.881918,easy_pos,data/runs/cal_uber_01.sqlite,0
9af379def14d6286,c1654b43f9299ff7:post_money:3ca20954:A,fa703c06cd7450fb:post_money:5bcccdd4:A,Uber,Uber,funding_round/series_g,funding_round/unknown,techcrunch.com,www.cnbc.com,could value the company has high as $64.6 billion if all the shares are issued,"On a fully diluted basis, Uber has an implied market valuation of $82.4 billion.",1.000000,1.000000,0.000000,1.000000,0.503297,0.850330,easy_pos,data/runs/cal_uber_01.sqlite,0
56a2abfd5afaa72c,c1654b43f9299ff7:price_per_share:2f20f3ac:A,c1654b43f9299ff7:shares_issued:d2dc67dd:A,Uber,Uber,funding_round/series_g,funding_round/series_g,techcrunch.com,techcrunch.com,at $48.772228/share,"there are 43,057,291 shares of preferred Series G stock being issued",1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,easy_pos,data/runs/cal_uber_01.sqlite,1
16bdf1bd6ab7c40a,c1654b43f9299ff7:price_per_share:2f20f3ac:A,fa703c06cd7450fb:post_money:5bcccdd4:A,Uber,Uber,funding_round/series_g,funding_round/unknown,techcrunch.com,www.cnbc.com,at $48.772228/share,"On a fully diluted basis, Uber has an implied market valuation of $82.4 billion.",1.000000,1.000000,0.000000,1.000000,0.503297,0.850330,easy_pos,data/runs/cal_uber_01.sqlite,0
fa353ac801602c44,c1654b43f9299ff7:shares_issued:d2dc67dd:A,daa51e318f827a5c:amount:7becbddd:A,Uber,Uber,funding_round/series_g,funding_round/unknown,techcrunch.com,sg.finance.yahoo.com,"there are 43,057,291 shares of preferred Series G stock being issued","Reuters - Uber is in talks to sell more than $1 billion in convertible debt, a source familiar with the matter said, soon after the U.S. taxi service said it raised $1.2 billion in its latest funding round.",1.000000,1.000000,0.000000,1.000000,0.819179,0.881918,easy_pos,data/runs/cal_uber_01.sqlite,0
44bcdb9328df01e7,c2f0263e7615e819:pre_money:e1cda081:A,dd36e69f13867aa6:post_money:21c40db7:A,Uber,Uber,funding_round/series_c,funding_round/series_f,growthequityinterviewguide.com,tracxn.com,"For instance, Uber raised $258 million in Series C funding in 2013, led by Google Ventures and TPG Growth, with a pre-money valuation of $3.5 billion.","Jul 31, 2015 | $1B | Series F | $50B | - | - | |",1.000000,1.000000,0.000000,1.000000,0.605037,0.860504,easy_pos,data/runs/cal_uber_01.sqlite,0
e7539d26adf6c3b6,c2f0263e7615e819:pre_money:e1cda081:A,dd36e69f13867aa6:post_money:8e01e921:A,Uber,Uber,funding_round/series_c,funding_round/series_a,growthequityinterviewguide.com,tracxn.com,"For instance, Uber raised $258 million in Series C funding in 2013, led by Google Ventures and TPG Growth, with a pre-money valuation of $3.5 billion.","Feb 14, 2011 | $11M | Series A | $60M | - | ||",1.000000,1.000000,0.000000,1.000000,0.605037,0.860504,easy_pos,data/runs/cal_uber_01.sqlite,0
258cfb8be73171fc,c762e6bdfbbeefc2:post_money:ce420cad:A,daa51e318f827a5c:amount:7becbddd:A,Uber,Uber,funding_round/unknown,funding_round/unknown,time.com,sg.finance.yahoo.com,valuing the company at $17 billion.,"Reuters - Uber is in talks to sell more than $1 billion in convertible debt, a source familiar with the matter said, soon after the U.S. taxi service said it raised $1.2 billion in its latest funding round.",1.000000,1.000000,0.000000,1.000000,0.905581,0.890558,easy_pos,data/runs/cal_uber_01.sqlite,0
c039a77173eceb6f,c762e6bdfbbeefc2:post_money:ce420cad:A,daa51e318f827a5c:post_money:f2904d51:A,Uber,Uber,funding_round/unknown,funding_round/unknown,time.com,sg.finance.yahoo.com,valuing the company at $17 billion.,"Uber was valued at $18.2 billion in June when it raised $1.2 billion from mutual funds and investors, including Fidelity Investments, Wellington Management and BlackRock.",1.000000,1.000000,0.000000,1.000000,0.905581,0.890558,easy_pos,data/runs/cal_uber_01.sqlite,1
5a4d7578f70f148a,dd36e69f13867aa6:post_money:1e0a8eb0:A,dd36e69f13867aa6:post_money:f38cb5ed:A,Uber,Uber,funding_round/series_e,funding_round/series_g,tracxn.com,tracxn.com,"May 12, 2015 | $1.69B | Series E | $41.4B | - | - | |","Jul 07, 2016 | Undisclosed | Series G | $28B | - | - | |",1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,easy_pos,data/runs/cal_uber_01.sqlite,0
d5226fed2900de35,dd36e69f13867aa6:post_money:21c40db7:A,dd36e69f13867aa6:post_money:555fa415:A,Uber,Uber,funding_round/series_f,funding_round/series_c,tracxn.com,tracxn.com,"Jul 31, 2015 | $1B | Series F | $50B | - | - | |","Aug 14, 2013 | $361M | Series C | $3.76B | - | ||",1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,easy_pos,data/runs/cal_uber_01.sqlite,0
9f7019be8d3081d5,dd36e69f13867aa6:post_money:21c40db7:A,dd36e69f13867aa6:post_money:a4712962:A,Uber,Uber,funding_round/series_f,funding_round/series_e,tracxn.com,tracxn.com,"Jul 31, 2015 | $1B | Series F | $50B | - | - | |","Dec 04, 2014 | $2.8B | Series E | $40B | - | ||",1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,easy_pos,data/runs/cal_uber_01.sqlite,0
01085870c14d8aab,dd36e69f13867aa6:post_money:21c40db7:A,dd36e69f13867aa6:post_money:d30e4554:A,Uber,Uber,funding_round/series_f,funding_round/series_d,tracxn.com,tracxn.com,"Jul 31, 2015 | $1B | Series F | $50B | - | - | |","Jun 06, 2014 | $1.2B | Series D | $40B | - | ||",1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,easy_pos,data/runs/cal_uber_01.sqlite,0
5ace1f05ca6d9d86,dd36e69f13867aa6:post_money:21c40db7:A,dd36e69f13867aa6:post_money:f38cb5ed:A,Uber,Uber,funding_round/series_f,funding_round/series_g,tracxn.com,tracxn.com,"Jul 31, 2015 | $1B | Series F | $50B | - | - | |","Jul 07, 2016 | Undisclosed | Series G | $28B | - | - | |",1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,easy_pos,data/runs/cal_uber_01.sqlite,0
84e3cdd0e8158801,dd36e69f13867aa6:post_money:555fa415:A,dd36e69f13867aa6:post_money:f38cb5ed:A,Uber,Uber,funding_round/series_c,funding_round/series_g,tracxn.com,tracxn.com,"Aug 14, 2013 | $361M | Series C | $3.76B | - | ||","Jul 07, 2016 | Undisclosed | Series G | $28B | - | - | |",1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,easy_pos,data/runs/cal_uber_01.sqlite,0
d6892be25445af34,dd36e69f13867aa6:post_money:8e01e921:A,dd36e69f13867aa6:post_money:d30e4554:A,Uber,Uber,funding_round/series_a,funding_round/series_d,tracxn.com,tracxn.com,"Feb 14, 2011 | $11M | Series A | $60M | - | ||","Jun 06, 2014 | $1.2B | Series D | $40B | - | ||",1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,easy_pos,data/runs/cal_uber_01.sqlite,0
a9bcb6fff0272c73,dd36e69f13867aa6:post_money:8e01e921:A,dd36e69f13867aa6:post_money:f38cb5ed:A,Uber,Uber,funding_round/series_a,funding_round/series_g,tracxn.com,tracxn.com,"Feb 14, 2011 | $11M | Series A | $60M | - | ||","Jul 07, 2016 | Undisclosed | Series G | $28B | - | - | |",1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,easy_pos,data/runs/cal_uber_01.sqlite,0
3919a42ec3482e3a,066f617b6c538538:post_money:79f0c0d1:A,8c1dd5ba21d56491:post_money:9096eae5:A,Uber,Uber,funding_round/unknown,funding_round/unknown,app.dealroom.co,www.businessinsider.com,$1.3b Valuation: $69.0b 6.6x EV/Revenue 28.9x EV/EBITDA | Late VC,Uber is one of the most valuable private tech companies in the world with a $41 billion post-money valuation.,1.000000,1.000000,0.000000,1.000000,0.302849,0.830285,band,data/runs/cal_uber_01.sqlite,0
